name,state,established,discontinued,latitude,longitude
JENNERS,PA,1895,1966,40.1431318,-79.0428052
JERNIGAN,AL,1876,1907,32.1262648,-85.0721536
JEROME,NY,1869,1884,NA,NA
JINKS,GA,1897,1901,NA,NA
JOBS CORNER,PA,1887,1904,41.9317409,-76.9357958
JOE,TN,1881,1891,NA,NA
JOHNSON'S MILL,MO,1875,1876,37.5186538,-93.7738213
JOHNSON'S MILLS,AL,1869,1878,NA,NA
JONES,AR,1907,1908,NA,NA
JONES VALLEY,TN,1875,1903,35.7597907,-87.2536209
JONESBORO,MS,1852,1908,34.9270351,-88.8531136
JONESVILLE,VT,1851,NA,44.3838663,-72.9372726
JOPLIN CITY,MO,1872,1877,NA,NA
JORDONIA,TN,1887,1901,36.2092222,-86.8652778
JOY,LA,1895,1903,NA,NA
JOY,MO,1887,1889,NA,NA
JOY,AR,1897,1917,35.2875833,-91.9504224
JOYCE,LA,1917,NA,31.9409966,-92.5932031
JUDSON,FL,1886,1912,NA,NA
JULIA,FL,1898,1904,NA,NA
JULIA,GA,1908,1945,32.1565422,-84.9035378
KAMPE,NJ,1897,1915,41.1670401,-74.4562675
KANONA,NY,1852,NA,42.3725585,-77.3658944
KAPLAN,LA,1902,NA,30.0004839,-92.2854071
KARTAH,GA,1886,1903,34.4478655,-85.2485646
KASIESVILLE,PA,1893,1905,39.7487048,-77.8911089
KATY,MO,1894,1908,37.8283735,-94.5716236
KEDRON,LA,1905,1915,30.7565735,-90.5773168
KEENERS,MO,1877,1879,36.9292197,-90.5251148
KEEN'S MILLS,ME,1873,1927,44.290347,-70.1892218
KEESE,TN,1889,1901,36.2528478,-84.9402308
KEISTERVILLE,PA,1923,NA,39.9635503,-79.7858931
KEITH,GA,1881,1907,34.9181325,-85.0418927
KEITHVILLE,LA,1885,NA,32.3337277,-93.828683
KELLY POINT,PA,1868,1903,40.9920287,-76.9355213
KELLYS FERRY,TN,1878,1907,35.0322977,-85.4366277
KELLYTON,AL,1874,NA,32.9795279,-86.0331832
KELTONBURGH,TN,1884,1908,35.8761769,-85.7472051
KEMP HILL,PA,1866,1866,NA,NA
KEMPER,SC,1899,1933,34.328218,-79.1994856
KENDAL GREEN,MA,1886,1943,42.379818,-71.2817237
KENDALL CREEK,PA,1841,1898,NA,NA
KENDALLS CROSS ROADS,AL,1856,1874,32.8367943,-85.5071733
KENDRICK,MS,1889,1943,34.9703648,-88.381711
KENDRICK'S CREEK,TN,1866,1901,36.4792692,-82.5048703
KENILWORTH,NJ,1905,NA,40.6768378,-74.2869785
KENNEDY,MO,1890,1915,36.2645119,-89.590078
KENNEDY,PA,1884,1904,41.680071,-77.4283124
KENTS,AL,1906,1907,31.9526511,-86.1746828
KENTVILLE,TN,1897,1903,36.2348331,-82.2151316
KENZIE,AR,1875,1889,NA,NA
KETTERMAN,MO,1885,1904,37.9583679,-94.2852262
KEUKA,NY,1852,1951,42.4920153,-77.1219159
KEY,AL,1880,1936,34.1025972,-85.5344042
KEYSTONE,PA,1851,1906,40.3261981,-77.0549782
KEZAR FALLS,ME,1839,NA,NA,NA
KIDDRIDGE,MO,1873,1881,NA,NA
KILLIAN,GA,1896,1897,NA,NA
KIMBERLY,MO,1900,1905,39.4317014,-92.4890712
KIMBERTON,PA,1820,NA,40.1299167,-75.5757122
KIMPTON,MO,1889,1902,38.7177879,-94.3688379
KINDERHOOK,NY,1786,NA,42.3950914,-73.6970655
KING'S BRIDGE,NY,1839,1863,40.8787108,-73.9051362
KINGSBURY,ME,1931,1953,45.1194988,-69.6492194
KINGSTON,NJ,1823,NA,NA,NA
KINGSVILLE,AR,1888,1907,36.2842335,-91.220686
KINGVILLE,SC,1855,1915,33.805710500000004,-80.6975883
KINGWOOD,PA,1863,1907,39.9014655,-79.2686434
KINHAW,AL,1891,1902,32.2648668,-85.7841194
KINLAW,GA,1902,1920,30.8446781,-81.6756591
KIRBY,AR,1879,NA,34.2496925,-93.6422738
KIRBY,MS,1902,1921,31.5115579,-90.9809351
KIRKLAND,NY,1829,1941,43.0778474,-75.3832261
KIRKWOOD,NJ,1868,1987,39.8312252,-74.9912783
KITCHING'S MILL,SC,1847,1925,33.5784799,-81.4773273
KLINE,TN,1892,1904,NA,NA
KNECHTS,PA,1898,1904,40.8109289,-75.3351809
KNIGHTS STATION,MO,1873,1879,37.140337,-94.2513318
KNOBTON,TN,1883,1895,NA,NA
KNOX,ME,1897,1903,44.5177218,-69.2116142
KNOXVILLE,MO,1838,1904,39.4461207,-94.0168846
KOGER,GA,1899,1906,NA,NA
KOLIN,LA,1917,1959,31.2832391,-92.322633
KOWALIGA,AL,1873,1907,32.7401287,-85.9691293
KREADY,PA,1891,1898,40.1427778,-76.4394444
KREAMER,PA,1856,NA,40.8028646,-76.9669268
KREIS,TN,1881,1903,35.9292429,-84.4407639
KRESS,PA,1900,1921,NA,NA
KRUMSVILLE,PA,1885,1920,40.5787052,-75.7971404
KRUMVILLE,NY,1889,1981,41.8848151,-74.2423697
KUTTANIA,MO,1922,1923,NA,NA
KYLE,AR,1900,1902,NA,NA
KYSORVILLE,NY,1839,1865,42.6486757,-77.7927772
LA BELLE,MO,1856,NA,40.1163069,-91.9116894
LA CROSSE,FL,1881,NA,29.8415604,-82.4053605
LABORATORY,PA,1887,1902,40.1550713,-80.2133927
LACKLAND,AR,1888,1907,33.7459438,-93.2168336
LADDONIA,MO,1871,NA,39.2416878,-91.6434414
LAFARGEVILLE,NY,1824,NA,44.1947726,-75.9660514
LAFLIN,PA,1889,1920,41.2889696,-75.8054718
LAGARDE,AL,1900,1914,NA,NA
LAIDIG,PA,1884,1955,40.0284186,-78.0830609
LAKASSINE,LA,1874,1877,30.235485,-92.9215367
LAKE CITY,AR,1886,NA,35.8178326,-90.4476335
LAKE COMO,NJ,1887,1956,40.1598364,-74.0281925
LAKE DUNMORE,VT,1901,1956,43.9089511,-73.0870586
LAKE JESSUP,FL,1874,1886,NA,NA
LAKE MOXIE,ME,1907,1933,45.3511617,-69.8842267
LAKE PARK,GA,1890,NA,30.6843772,-83.2108803
LAKE PLACID CLUB,NY,1905,1958,NA,NA
LAKECREEK,MO,1897,1914,38.5114093,-93.1335359
LAKENAN,MO,1859,1966,39.6722617,-91.9510021
LAKEPORT,AR,1875,1921,33.2251194,-91.1267752
LAMBERT,MS,1904,NA,34.2029829,-90.2828572
LAMBERT,SC,1885,1911,33.7537774,-79.4475566
LAMONA,PA,1902,1907,NA,NA
LAMONTE,MO,1858,1924,38.7741811,-93.4252099
LAMOURIE BRIDGE,LA,1834,1835,NA,NA
LAMPTON,MS,1901,1908,31.1932343,-89.7981339
LANCASTER,FL,1896,1906,30.24911,-83.202916
LAND O LAKES,FL,1950,NA,28.2341772,-82.4581264
LANES,AL,1894,1904,NA,NA
LANESVILLE,LA,1884,1912,NA,NA
LANSDLE,NJ,1894,1896,NA,NA
LANTY,AR,1899,1954,35.3364694,-92.6857185
LAPARK,PA,1902,1930,NA,NA
L'ARGENT,MS,1892,1907,NA,NA
LARK SPUR,PA,1852,1853,NA,NA
LARKINS LANDING,AL,1900,1901,34.5784194,-86.0452565
LARNESVILLE,AR,1856,1857,NA,NA
LARUE,PA,1889,1936,39.8203792,-76.7602497
LASSITER,LA,1882,1885,31.9287762,-93.6310141
LASSITER,AR,1910,1911,NA,NA
LATHAM,AR,1888,1918,35.5667452,-92.6959969
LATHROP,MO,1868,NA,39.5484793,-94.329491
LATOUR,AR,1881,1920,34.5762113,-90.7412222
LAUDERDALE FACTORY,AL,1850,1860,NA,NA
LAUREL,FL,1903,NA,27.1382172,-82.4534387
LAUREL,MS,1884,NA,31.6948794,-89.1293204
LAUREL,NY,1898,NA,40.9651069,-72.5653011
LAURELHILL,TN,1911,1919,35.4031326,-87.5097405
LAWN WOOD,NY,1892,1896,NA,NA
LAWRENCE STATION,NJ,1870,1908,40.2739973,-74.6796032
LAWRENCEVILLE,AR,1838,1880,34.5092655,-91.1809536
LAWRENCEVILLE,NY,1829,NA,44.7750543,-74.6496291
LAXTON,TN,1908,1914,NA,NA
LAYTON,MO,1888,1889,NA,NA
LAYTON,AR,1887,1908,35.4868824,-91.1632628
LEAR,MS,1899,1907,NA,NA
LECONT,AR,1890,1905,NA,NA
LEE,FL,1882,NA,30.4228706,-83.3067513
LEE,ME,1833,NA,45.3598617,-68.282878
LEEDSVILLE,AR,1892,1895,NA,NA
LEEDSVILLE,NJ,1833,1878,40.3306656,-74.1209748
LEESBURG,FL,1871,NA,28.798886,-81.8890375
LEESBURG,GA,1873,NA,31.7192246,-84.1677229
LEESDALE,MS,1918,1937,31.5468338,-91.1578847
LEEVILLE,TN,1877,1904,36.1908884,-86.4174929
LEFAY,LA,1909,1919,32.6040264,-91.4778953
LEHIGH,NY,1892,1906,42.9475597,-78.3386306
LELAND,FL,1891,1902,30.6104854,-83.3254262
LENA,SC,1900,1975,32.7535025,-81.2151029
LENARD,FL,1883,1900,NA,NA
LENUDE'S FERRY,SC,1851,1866,NA,NA
LEO,MO,1894,1905,36.599228600000004,-91.8357041
LEOLA,AL,1896,1914,34.3917643,-87.3172414
LEOLA,AL,1892,1894,NA,NA
LEON,TN,1898,1904,NA,NA
LEON,TN,1836,1842,NA,NA
LEON,AL,1856,1906,31.5576619,-86.3927388
LEON,SC,1886,1905,33.9246161,-78.7627975
LEONARD BRIDGE,CT,1892,1931,NA,NA
LESTERVILLE,MO,1838,NA,37.453568,-90.8422074
LEVIN,PA,1892,1911,NA,NA
LEWIS,TN,1833,1833,NA,NA
LEWISTON,TN,1867,1869,NA,NA
LIBERTY,TN,1808,NA,36.0054998,-85.9644052
LIBERTY,AR,1833,1834,36.2617278,-93.4468801
LIBERTY,PA,1824,NA,41.5580735,-77.1041055
LIBERTY HALL,GA,1810,1828,NA,NA
LIBERTYVILLE,NJ,1832,1892,41.2398175,-74.6543294
LICKING,MO,1844,1845,NA,NA
LIGGETT,PA,1900,1901,NA,NA
LIGHTFOOT,GA,1887,1903,NA,NA
LIGON,GA,1888,1902,34.1709294,-85.0068898
LILLY'S STORE,AL,1858,1867,NA,NA
LINCOLN'S FORD,TN,1834,1836,NA,NA
LINE,AR,1901,1928,NA,NA
LINGLE,MS,1900,1932,32.1957051,-89.5772926
LININGTON,MO,1890,1903,NA,NA
LINN,MS,1898,1919,33.6598373,-90.6164813
LINTON,AR,1900,1901,NA,NA
LINWOOD,AR,1874,1905,34.1537098,-91.7973541
LINWOOD,PA,1855,1859,NA,NA
LIONHILL,AR,1895,1902,NA,NA
LISSA,MS,1903,1909,NA,NA
LIST,SC,1890,1891,NA,NA
LITCH,GA,1909,1918,33.5476273,-83.2690493
LITTLE BEAVER,PA,1833,1837,NA,NA
LITTLE BRITAIN,NY,1803,1945,41.4781494,-74.1298673
LITTLE PRAIRIE,MO,1836,1860,NA,NA
LITTLE RIVER,NY,1892,1901,NA,NA
LITTLE ROCK,MS,1914,NA,32.5266529,-89.0252181
LITTLE SPRING,AR,1853,1876,NA,NA
LITTLEFIELD,ME,1901,1913,NA,NA
LITTLEVILLE,GA,1883,1898,NA,NA
LIVE OAK,AL,1875,1903,31.8084873,-86.2474614
LIZZARD LAKE,PA,1876,1882,NA,NA
LOBDELL,LA,1881,1955,30.4965788,-91.2603872
LOBOCCO,AL,1924,1932,32.2890317,-87.8658461
LOCKE MILLS,ME,1840,NA,44.4000663,-70.7020115
LOCKHART,LA,1897,1908,33.008192,-92.5832076
LODGE,TN,1895,1960,35.0745258,-85.8035855
LODI,AR,1888,1923,34.3109367,-93.7074115
LOFTIN,GA,1885,1906,33.4070586,-85.2543915
LOGANS LANDING,LA,1851,1852,NA,NA
LOGANSPORT,PA,1881,1924,40.7286757,-79.580324
LOGANVILLE,GA,1851,NA,33.8389977,-83.9007382
LOHMAN,MO,1882,NA,38.5415083,-92.3648538
LOMA,GA,1901,1902,NA,NA
LONDON,GA,1898,1899,NA,NA
LONDONDERRY,NH,1906,NA,42.8593622,-71.3546823
LONE SPRING,MO,1879,1908,37.9067006,-93.1843608
LONE STAR,MO,1873,1906,40.3413848,-94.2532889
LONG BRANCH CITY,NJ,1886,1902,NA,NA
LONG CREEK,AL,1858,1866,31.621548,-86.8244191
LONG VIEW,AL,1874,1939,33.2162265,-86.7919321
LONGBOAT,FL,1907,1922,NA,NA
LONGSTREET,SC,1830,1867,NA,NA
LONGWOOD,AL,1836,1836,NA,NA
LONNIE,LA,1908,1933,NA,NA
LOO,TN,1889,1903,36.3228575,-83.8515804
LOOKOUT VALLEY,TN,1834,1848,35.0211863,-85.372737
LOOMIS,NY,1880,1906,42.2086953,-75.2154495
LOONEYS CREEK,TN,1851,1890,35.1995178,-85.4785755
LOPEZ,AL,1897,1903,NA,NA
LORDVILLE,NY,1855,1967,41.8692544,-75.2151717
LORRAINE,NY,1810,NA,43.7659482,-75.9582267
LOTTA,AR,1898,1900,NA,NA
LOTTSVILLE,PA,1828,1924,41.9517233,-79.4333836
LOUCILE,PA,1897,1901,NA,NA
LOUGHRIDGES,GA,1828,1835,34.8663953,-84.7523376
LOUISVILLE,TN,1823,NA,35.817915,-84.0293825
LOUNSBURY,NY,1888,1891,42.0581299,-76.3357691
LOUTER,LA,1901,1916,NA,NA
LOUTRE  ISLAND,MO,1818,1894,38.7550029,-91.4688244
LOVE,MO,1860,1860,NA,NA
LOVETT,PA,1892,1904,40.3306306,-78.7447424
LOWE,GA,1884,1903,NA,NA
LOWENBURG'S STATION,MS,1877,1887,NA,NA
LOWER BERN,PA,1841,1886,NA,NA
LOWER PEACH TREE,AL,1823,NA,31.8406734,-87.5449181
LOWHILL PORT,PA,1831,1834,NA,NA
LOWLAND,TN,1891,NA,36.1523171,-83.208498
LOWNDES,AL,1830,1832,32.15475,-86.6501077
LOYD,AL,1888,1905,NA,NA
LUCKNOW,PA,1905,1937,40.3275881,-76.8858069
LUCKY,PA,1888,1903,39.9037116,-76.4455189
LULA,TN,1901,1955,35.4792417,-88.4347682
LUNDELL,AR,1914,1972,34.1920489,-90.962332
LUNGERVILLE,PA,1895,1907,41.2775823,-76.5118929
LUNSFORD,AR,1892,1933,35.7572987,-90.4803837
LUPONT,GA,1897,1905,NA,NA
LUPUS,MO,1884,1955,38.8461451,-92.4532424
LURAY,SC,1891,NA,32.8134702,-81.2397429
LUTRELL,TN,1890,NA,36.2028853,-83.7440525
LUTTS,TN,1888,NA,35.1510122,-87.9395821
LUTZ,FL,1912,NA,28.1421307,-82.461136
LUZERNE,PA,1866,1904,41.2834657,-75.8954599
LYCEUM,TN,1898,1903,NA,NA
LYCOMING FURNACE,PA,1817,1819,NA,NA
LYNDELL,PA,1880,NA,40.0595279,-75.7445507
LYNDHURST,NJ,1882,1902,40.8113015,-74.123671
LYNDONVILLE,VT,1868,NA,44.533965,-72.003188
LYNN,AL,1888,NA,34.0469416,-87.5505748
MAB,LA,1936,1942,30.8543597,-92.7626474
MABBETTSVILLE,NY,1833,1903,41.7925937,-73.6595723
MACEDONIA,MS,1875,1888,34.362604,-88.7956119
MACOM,FL,1909,1914,30.5785266,-85.6310407
MACON,AL,1833,1861,NA,NA
MADAWASKA,ME,1851,1877,47.3558124,-68.324309
MAGAZINE,AL,1894,1988,30.7343556,-88.0524991
MAGAZINE,AR,1867,NA,35.1507297,-93.8067851
MAGGIE,TN,1893,1906,NA,NA
MAGNOLIA,GA,1886,1887,NA,NA
MAGSDALE,SC,1883,1883,NA,NA
MAGUIRES STORE,AR,1853,1888,36.0264678,-94.0082547
MAHAN,GA,1905,1913,34.6592479,-85.389959
MAHLEP,AL,1899,1901,33.7448229,-85.8810782
MAHWAH,NJ,1870,NA,41.0936387,-74.1461243
MAITLAND,MO,1880,NA,40.2016744,-95.074283
MAITLAND,AL,1889,1903,NA,NA
MALLORY'S STORE,GA,1808,1822,NA,NA
MALTA,ME,1821,1822,44.3106264,-69.580599
MALTZ,AL,1899,1903,NA,NA
MANBECK,PA,1899,1902,NA,NA
MANCHESTER,LA,1902,1907,30.194374,-93.0970964
MANCHESTER CENTER,VT,1886,NA,43.1675518,-73.0474383
MANDA,MO,1901,1908,38.3942135,-91.5121052
MANDETTA,TN,1898,1903,NA,NA
MANGUM,TN,1882,1896,35.8370114,-85.8583186
MANILA,GA,1898,1903,NA,NA
MANNINGTON,FL,1833,1902,NA,NA
MANOKESY,PA,1833,1838,NA,NA
MANOR,MO,1840,1841,NA,NA
MANRING,TN,1905,1932,36.5584138,-83.8138071
MANSFIELD DEPOT,CT,1849,NA,41.8014872,-72.3064691
MANTON,MO,1860,1894,NA,NA
MAPLE  GROVE,PA,1857,1868,NA,NA
MAPLE GROVE,NY,1836,1906,42.4945215,-75.2476698
MAPLE SPRINGS,NY,1892,NA,42.1955829,-79.4214104
MAPLES,VT,1898,1903,NA,NA
MAPLEWOOD,SC,1879,1888,NA,NA
MARATHON,AL,1818,1824,NA,NA
MARGARETTVILLE,NY,1848,NA,42.1442905,-74.6550123
MARGERUM,AL,1880,1955,34.7670345,-88.0683721
MARIANNA,MS,1886,1911,34.7175987,-89.5989714
MARIANNA,PA,1909,NA,40.0218199,-80.0929206
MARIASVILLE,PA,1878,1902,41.2089501,-79.6606046
MARIETTA,MO,1849,1850,NA,NA
MARION,LA,1846,NA,32.901208,-92.2464487
MARION,FL,1877,1916,30.4413305,-82.946522
MARKS HILL,AR,1840,1841,36.0380353,-94.3406629
MARLOW,GA,1875,1957,32.2690873,-81.3906674
MARMION,TN,1867,1869,NA,NA
MARS,GA,1887,1902,NA,NA
MARSENA,AR,1930,1973,35.8803542,-92.7946114
MARSHALL'S FERRY,TN,1829,1892,NA,NA
MARSHALL'S FERRY,GA,1834,1838,NA,NA
MARSHLANDS,PA,1900,1913,41.713403,-77.5785952
MARSTON,LA,1888,1896,NA,NA
MARSTON,ME,1888,1889,44.6517448,-67.4416571
MARTHAVILLE,GA,1851,1853,32.4562623,-83.9401857
MARTLING,AL,1884,1955,34.367313,-86.1674786
MARTVILLE,NY,1831,NA,43.2791314,-76.6282705
MARVEL,TN,1899,1901,36.2306098,-86.6688855
MATNEY,TN,1881,1902,36.5981733,-81.7278944
MATTIE,MS,1902,1905,NA,NA
MAXWELL,MS,1885,1911,34.8953707,-89.2403484
MAXWELTON,GA,1899,1905,33.638165,-84.3879815
MAY,GA,1892,1896,NA,NA
MAYFIELD,TN,1850,1913,36.2814483,-85.6219223
MAYNARDVILLE,TN,1856,NA,36.2336864,-83.8335611
MC ADAMS,GA,1903,1906,NA,NA
MC CONNELLSVILLE,SC,1854,1951,34.8687483,-81.2275817
MC DONALD,AR,1858,1884,35.440632,-91.2467871
MC ELRATH,AR,1878,1879,NA,NA
MC GINTY,LA,1891,1895,NA,NA
MC GUIRE,MO,1905,1914,36.4981154,-89.9706466
MC HANEY,TN,1886,1904,35.811733,-88.5867207
MC HENRY,GA,1888,1907,34.4550884,-84.9466097
MC IVER,AL,1898,1910,NA,NA
MC KIBBEN,GA,1885,1902,NA,NA
MC KIES,SC,1882,1883,33.6234601,-82.1312269
MC KINNON,TN,1888,1966,36.3161662,-87.9069729
MC LAURIN,MS,1896,1955,31.1679579,-89.2172808
MC LEAN'S REST,TN,1855,1855,NA,NA
MC NEILL,MS,1891,NA,30.6665064,-89.6368125
MC NUTT,LA,1909,1912,31.3140695,-92.6476448
MC PHERSONVILLE,SC,1882,1943,32.6918437,-80.9192743
MCCAINSVILLE,NJ,1870,1889,40.8798213,-74.6184932
MCCOYSVILLE,PA,1842,1974,40.4531342,-77.5677683
MCCRACKEN,PA,1888,1918,39.8536902,-80.4759064
MCDONALD,PA,1872,NA,40.3679005,-80.2354702
MCFANN,PA,1893,1902,40.7270101,-79.9420018
MCGEES MILLS,PA,1884,1983,40.8817303,-78.7625303
MCINTYRE,FL,1894,1934,29.9813154,-84.5260138
MCWILLIAMS,PA,1833,1835,NA,NA
MEANS,AR,1902,1903,NA,NA
MECCA,TN,1880,1906,35.3542415,-84.4210371
MECHANICSVILLE,CT,1873,1983,41.9400977,-71.8936833
MECKVILLE,PA,1873,1935,40.4714798,-76.3810681
MEDDYBEMPS,ME,1842,NA,45.0377147,-67.3540735
MEDWAY,MA,1803,NA,42.1437085,-71.3931144
MEET,SC,1887,1904,NA,NA
MEHLINGER,MS,1917,1925,NA,NA
MELBOURNE,AL,1900,1935,33.572893,-88.2028102
MELLENVILLE,NY,1837,NA,42.2524024,-73.6686926
MELLWOOD,AR,1906,NA,34.2197487,-90.9509609
MELROSE,AL,1899,1918,31.3490568,-86.7369097
MELTON OLD FIELD,LA,1876,1877,30.4879678,-90.8614878
MELVIN MILLS,NH,1883,1955,43.2689659,-71.9134147
MEMPHIS,NY,1860,NA,43.0967846,-76.3846803
MENIFEE,AR,1881,NA,35.1472791,-92.5503703
MENLO PARK,NJ,1871,1966,40.5457605,-74.3369583
MENTONE,AL,1888,NA,34.5775884,-85.5855324
MERCER,AL,1893,1894,NA,NA
MERCURY,AL,1888,1908,34.7859237,-86.5361023
MERIDIAN,LA,1872,1900,32.8968014,-92.3437527
MERITT,GA,1886,1905,NA,NA
MERRICKVILLE,NY,1879,1951,42.2753611,-75.1782259
MERRYALL,PA,1838,1904,41.6986864,-76.2304883
MERRYVILLE,LA,1881,NA,30.7546447,-93.540451
MERWINSVILLE,CT,1853,1861,41.6393615,-73.4820772
MESSERSBURG,PA,1802,1812,39.8258817,-77.9039967
METCALF,LA,1896,1923,NA,NA
METHOIN,AL,1891,1892,NA,NA
METROPOLITAN,NY,1890,1904,NA,NA
MEXICO,MO,1837,NA,39.1717877,-91.8866892
MEYERS STORE,MO,1874,1891,38.5756039,-91.3279346
MIAKKA,FL,1879,1934,27.3131021,-82.2667578
MICHAEL,PA,1893,1895,NA,NA
MICKLEYS,PA,1892,1900,40.647319,-75.4954612
MIDDLE GRANVILLE,MA,1806,1833,NA,NA
MIDDLE RIDGE,MO,1872,1873,NA,NA
MIDDLETON,MS,1837,1867,NA,NA
MIDGET,GA,1897,1903,NA,NA
MIDLAND,GA,1887,NA,32.5748116,-84.8257195
MIDLAND CITY,AL,1890,NA,31.3204501,-85.4954906
MIDLAND PARK,SC,1909,1926,32.9207294,-80.0406442
MIDWAY,LA,1872,1875,32.5723607,-91.4798397
MIDWAY,GA,1886,1907,33.1456782,-84.7318754
MIDWAY,GA,1858,1858,NA,NA
MIDWAY,MS,1869,1904,32.1690393,-90.3756486
MIERSBURG,LA,1894,1899,NA,NA
MIFLLIN CROSS ROADS,PA,1875,1901,40.9709196,-76.3152177
MIKESVILLE,FL,1871,1904,29.9466264,-82.6020636
MILBURN,NY,1859,1864,NA,NA
MILDRED,GA,1900,1902,NA,NA
MILESES,NY,1887,1984,41.836477,-75.0660006
MILESTON,MS,1888,1953,33.1104047,-90.2734201
MILFORD,MA,1829,NA,42.1387052,-71.5221627
MILITARY SPRINGS,AL,1879,1881,NA,NA
MILL,SC,1892,1894,NA,NA
MILL GROVE,MO,1850,1856,NA,NA
MILL VILLAGE,NH,1852,1942,43.3011865,-72.1478637
MILLBROOK,PA,1872,1904,41.2486695,-80.0608924
MILLDALE,LA,1907,1919,30.6676851,-91.027604
MILLER,MO,1891,NA,37.2150634,-93.8396503
MILLER,PA,1836,1837,NA,NA
MILLERTON,NY,1860,NA,41.9542345,-73.5064606
MILLERVILLE,AL,1889,NA,33.1915052,-85.9257985
MILLIKEN,NY,1906,1911,NA,NA
MILLINOCKET,ME,1895,NA,45.6550618,-68.7087616
MILLRY,AL,1859,NA,31.6328884,-88.3160986
MILLS,AR,1888,1888,NA,NA
MILLWOOD,GA,1887,NA,31.2657632,-82.660419
MIMS,FL,1886,NA,28.673148,-80.849357
MINA,NY,1824,1902,42.1300562,-79.6881039
MINAVILLE,MO,1881,1909,39.1672222,-94.4613889
MINERAL POINT,PA,1855,NA,40.379398,-78.8352555
MINEVILLE,NY,1870,NA,44.0882251,-73.5223225
MINGO,TN,1900,1903,NA,NA
MINNEQUA,PA,1869,1904,41.6739639,-76.8338473
MIOLA,PA,1884,1965,41.2520074,-79.3433768
MITCHELL,MS,1886,1910,34.7095401,-88.843115
MIXON,AL,1899,1902,NA,NA
MIXON,GA,1899,1900,NA,NA
MOBILE POINT,AL,1831,1835,30.2221485,-88.0283308
MODENA,MO,1858,1971,40.3002866,-93.6805008
MODENA,PA,1873,NA,39.9640117,-75.8060664
MODOC,SC,1882,NA,33.7334635,-82.2056768
MOHNTON,PA,1906,NA,40.2905841,-75.9783762
MOLINO,FL,1866,NA,30.7224451,-87.3253419
MOLLIE,MS,1905,1909,NA,NA
MOLLTOWN,PA,1839,1920,40.477316,-75.8804816
MOMAN,SC,1891,1895,NA,NA
MONA,AL,1898,1899,34.0250994,-85.6038504
MONRIOVIA,AL,1878,1904,34.786479,-86.7138863
MONROE CITY,MO,1860,NA,39.6561907,-91.7343391
MONROEVILLE,AL,1833,NA,31.5269009,-87.3236494
MONT MOOR,NY,1880,1891,41.096485,-73.9729162
MONTAGUE,ME,1888,1904,45.2372357,-68.6475456
MONTANA,NJ,1867,1904,40.7650986,-75.0673959
MONTGOMERY,MA,1839,1938,42.2067573,-72.8050955
MONTICELLO,MO,1834,NA,40.1188937,-91.7140183
MONTICELLO,AR,1849,NA,33.6479919,-91.7998967
MONTROSE,MO,1870,NA,38.2573135,-93.9795765
MONTROSE DEPOT,PA,1852,1877,NA,NA
MONTSERRAT,MO,1872,1954,38.7747347,-93.6218807
MOON LAKE,MS,1850,1872,34.4401055,-90.4953786
MOONSHINE,GA,1885,1888,NA,NA
MOORES HILL,TN,1877,1896,35.6811791,-88.205595
MOORESVILLE,TN,1827,1902,35.4400746,-86.9141698
MOOSEHORN,ME,1932,1945,45.3856035,-70.7942403
MORAN,GA,1897,1955,NA,NA
MOREHOUSEVILLE,NY,1834,1915,43.3909017,-74.7737668
MORELAND,NY,1825,1911,42.3078519,-76.906905
MORGAN,AR,1895,1906,NA,NA
MORGAN SPRING,TN,1888,1939,35.5614575,-85.1019015
MORGANS GROVE,MO,1879,1883,NA,NA
MORGANTON,AR,1886,1974,35.4736893,-92.3395996
MORGANTOWN,MS,1915,1994,31.3123978,-89.9159153
MORLEY,TN,1916,1988,36.5523027,-84.0474262
MORRELLTON,MO,1893,1953,38.3017174,-91.0406971
MORRISVILLE STATION,NY,1880,1953,42.8982494,-75.6463149
MORROW,MS,1890,1906,NA,NA
MORTIMER,AL,1900,1919,NA,NA
MOSCOW,MO,1874,1904,39.1663923,-94.541899
MOSS,MO,1892,1893,NA,NA
MOTLEY,AL,1888,1905,33.1170641,-85.6588459
MOUND BAYOU,MS,1860,1867,33.350954,-90.5631455
MOUNDS,AL,1887,1895,33.5581604,-86.8152687
MOUNT AUGUSTA,PA,1832,1834,NA,NA
MOUNT BRADDOCK,PA,1873,NA,39.9419362,-79.6460768
MOUNT EVA,AR,1878,1881,NA,NA
MOUNT GRETNA,PA,1899,NA,40.2475928,-76.4694104
MOUNT HENRY,AL,1822,1822,NA,NA
MOUNT HOLYOKE,TN,1834,1866,NA,NA
MOUNT HOPE,TN,1855,1855,36.2959338,-82.827102
MOUNT HOPE,SC,1830,1831,33.555715,-79.9889628
MOUNT LEONARD,MO,1878,1957,39.1241869,-93.392987
MOUNT MAGAZINE,AR,1915,1919,35.1639789,-93.646582
MOUNT MEIGS,AL,1827,NA,32.3618161,-86.1009662
MOUNT OLIVE,LA,1861,1866,32.8451372,-92.6798685
MOUNT OLIVE,MO,1877,1885,38.5353234,-90.29372
MOUNT OLIVE,MS,1858,NA,31.7615271,-89.6555049
MOUNT PLEASANT,PA,1811,1828,41.7398064,-75.4343484
MOUNT TABOR,SC,1837,1936,34.7973564,-81.5031525
MOUNT VERNON,ME,1801,1849,44.5011009,-69.9869996
MOUNT VIEW,TN,1827,1852,36.054505,-86.6188848
