name,state,established,discontinued,latitude,longitude
KERR,PA,1898.0,1901.0,40.7347869,-79.6450479
KETCHUMVILLE,NY,1851.0,1910.0,42.2711852,-76.0985378
KETTLE MILLS,TN,1886.0,1903.0,35.6761819,-87.2897332
KEYSBURGH,AL,1877.0,1889.0,33.9450988,-85.9180249
KEYSTONE,AL,1904.0,1972.0,33.2678915,-86.8097106
KEYSTONE PARK,FL,1884.0,1923.0,28.1451,-82.6455
KIANTONE,NY,1855.0,1900.0,42.0220024,-79.1981038
KILBOURNE,LA,1879.0,null,32.9981802,-91.3115021
KILL BUCK,NY,1837.0,null,42.1586154,-78.6791196
KILLONA,LA,1887.0,null,30.0029813,-90.4834175
KINARDS,SC,1867.0,null,34.3804105,-81.7773305
KINDERPOST,MO,1906.0,1954.0,37.5730988,-91.9448792
KINGS CREEK,SC,1889.0,null,35.0740206,-81.4367536
KINGSBURY,ME,1839.0,1917.0,45.1194988,-69.6492194
KINGSTON SPRINGS,TN,1865.0,null,36.0866173,-87.0999983
KINGWOOD,NJ,1827.0,1909.0,40.4698261,-75.0190585
KINLOCH,MO,1892.0,1929.0,38.7406065,-90.3253922
KIRBY,AR,1879.0,null,34.2496925,-93.6422738
KITTRELL,MS,1890.0,1904.0,31.430447,-88.5630823
KLONDIKE,AL,1900.0,1903.0,32.3515275,-86.4321947
KNOBSVILLE,PA,1862.0,1958.0,40.0075874,-77.9627785
KNOXO,MS,1910.0,1934.0,31.1354566,-90.046197
KNOXWOOD,AL,1900.0,1926.0,32.5126359,-87.7939007
KOCH,MO,1910.0,1978.0,38.4817198,-90.2856709
KOONSVILLE,PA,1891.0,1903.0,41.1692498,-76.1607636
KOSHKONONG,MO,1893.0,null,36.595673,-91.6456119
KRAEMER,LA,1898.0,null,29.8690958,-90.5964762
KUHL,PA,1900.0,1904.0,42.0920003,-79.9639418
KUHLMAN,FL,1907.0,1918.0,27.3958738,-81.4161845
KYLES,AL,1888.0,1917.0,34.7948056,-86.0085914
LA BELLE,MO,1856.0,null,40.1163069,-91.9116894
LA FAYETTE,PA,1826.0,1933.0,41.7936735,-78.6797499
LA RUE,AR,1867.0,1875.0,36.3417401,-93.9460319
LAARK,LA,1906.0,1915.0,32.9920705,-91.5101183
LABOON,GA,1898.0,1903.0,33.8187225,-83.567384
LADIES ISLAND,SC,1879.0,1894.0,32.443525,-80.6509395
LAFE,AR,1902.0,1966.0,36.2042316,-90.5139956
LAGRANGEVILLE,NY,1853.0,null,41.6726146,-73.8035496
LAIRD,MS,1894.0,1915.0,34.9681463,-89.0481195
LAKE BIRD,FL,1886.0,1932.0,30.2488217,-83.6220951
LAKE COMO,MS,1859.0,1951.0,31.9623758,-89.2125599
LAKE CRESWELL,MS,1869.0,1876.0,34.4123299,-90.0317575
LAKE PLEASANT,NY,1828.0,null,43.4707662,-74.4099222
LAKE PROVIDENCE,LA,1828.0,null,32.8029077,-91.170109
LAMARGUS,LA,1880.0,1880.0,31.7268325,-91.6587352
LAND MARK,MO,1856.0,1872.0,39.1130925,-92.517126
LANDERSVILLE,AL,1851.0,1959.0,34.4689841,-87.4008557
LAREDO,MO,1887.0,null,40.0256663,-93.4460761
LARKFIELD,NY,1896.0,1909.0,40.8767648,-73.3245614
LARRYS CREEK,PA,1847.0,1927.0,41.2195183,-77.2135809
LATIMORE,PA,1870.0,1906.0,40.0456484,-77.1210914
LATTA,TN,1898.0,1901.0,35.7042364,-87.1013954
LATTY,MO,1894.0,1919.0,37.9878261,-90.8506882
LAUREL,MS,1884.0,null,31.6948794,-89.1293204
LAURENS HILL,GA,1835.0,1903.0,32.5207193,-83.1459865
LAUVERTOWN,PA,1888.0,1888.0,40.8547842,-77.7666667
LAWRENCEVILLE,LA,1884.0,1884.0,32.5326514,-93.5040627
LEADVILLE,MO,1859.0,1859.0,37.0672833,-94.526614
LEAF,GA,1897.0,1952.0,34.5745413,-83.6610105
LEAF RIVER,MS,1814.0,1842.0,31.1543505,-88.8278155
LEAH,GA,1891.0,1916.0,33.6631867,-82.3354024
LEANDER,LA,1903.0,null,31.1435179,-92.8495958
LEAPHART,SC,1891.0,1902.0,34.0470949,-81.1512066
LEATHERSVILLE,GA,1851.0,1953.0,33.7167949,-82.4398499
LEAVITTS HILL,NH,1886.0,1963.0,43.1198052,-71.2903423
LEEDS,NY,1827.0,null,42.2551109,-73.9029705
LEEFIELD,GA,1920.0,1930.0,32.4182391,-81.6134428
LEGLER,NJ,1923.0,1935.0,40.0506712,-74.3348695
LELAND,AL,1890.0,1891.0,33.8728859,-87.4830662
LELAND,FL,1891.0,1902.0,30.6104854,-83.3254262
LENTNER,MO,1873.0,null,39.7186486,-92.1479548
LEO,SC,1900.0,1953.0,33.8334972,-79.6150625
LEONARD,AL,1889.0,1906.0,34.2075946,-85.8302462
LEONARDVILLE,NJ,1862.0,1911.0,40.4062198,-74.0418062
LESSLEY,MS,1904.0,1971.0,31.1612845,-91.4295594
LETORT,PA,1887.0,1903.0,39.9762101,-76.4063512
LEVANT,NY,1840.0,1903.0,42.1333919,-79.1817125
LEVEL LAND,SC,1855.0,1950.0,34.3276107,-82.4756818
LEVEL ROAD,AL,1875.0,1909.0,33.1856743,-85.5155087
LIBERTY,MO,1829.0,null,39.2317059,-94.4340471
LIBERTY HILL,TN,1878.0,1967.0,36.317584,-83.6143504
LIBERTY HILL,GA,1833.0,1839.0,33.1595654,-85.1377196
LIBERTY SQUARE,PA,1850.0,1908.0,39.8312137,-76.2635682
LIGHT,AL,1900.0,1903.0,31.1407329,-85.4938227
LIGHT,AR,1900.0,1967.0,36.0692361,-90.7478918
LILLE,ME,1910.0,1989.0,47.2786523,-68.1078107
LILLIE,LA,1899.0,null,32.9318068,-92.6554314
LILLY,MO,1889.0,1905.0,39.47,-94.444672
LILLY,PA,1890.0,null,40.4255482,-78.6195116
LIMESTONEVILLE,PA,1852.0,1907.0,41.0392525,-76.7477385
LINCOLN PARK,NJ,1872.0,null,40.9237245,-74.3055862
LINDEN,AR,1852.0,1877.0,34.9264763,-90.6917694
LINE SPRING,TN,1883.0,1928.0,35.6967565,-83.6521133
LINWOOD STATION,PA,1859.0,1916.0,39.8235279,-75.4229489
LISLE,NY,1802.0,null,42.3507755,-76.0016538
LITTLE BAY,AR,1852.0,1907.0,33.7626068,-92.5323786
LITTLE BRITAIN,NY,1803.0,1945.0,41.4781494,-74.1298673
LITTLE CHUCKY,TN,1841.0,1901.0,36.1117664,-82.991266
LITTLE RIVER,FL,1898.0,1927.0,25.8519773,-80.1947303
LITTLETON,AL,1898.0,1956.0,33.6887161,-86.9980528
LIVINGSTON,NY,1805.0,null,42.1423805,-73.7787395
LOCH SHELDRAKE,NY,1853.0,null,41.7689356,-74.6586743
LOCKESBURG,AR,1870.0,null,33.9677862,-94.1677553
LOCKHART'S,GA,1811.0,1814.0,33.7054083,-82.2554003
LOCKVILLE,PA,1874.0,1907.0,41.4170228,-75.8776968
LOCUM,MS,1903.0,1905.0,34.5931541,-88.8436704
LONE ELM,MO,1868.0,1906.0,38.8250242,-92.7368569
LONE STAR,MO,1873.0,1906.0,40.3413848,-94.2532889
LONG HOLLOW,TN,1877.0,1903.0,36.376468,-83.9118615
LONG MEADOW,MA,1814.0,1902.0,42.0500953,-72.5828662
LONG POINT,VT,1901.0,1903.0,44.2556083,-73.2817915
LONG VALLEY,NJ,1918.0,null,40.7831987,-74.7684767
LOO,TN,1889.0,1903.0,36.3228575,-83.8515804
LOOP,PA,1885.0,1939.0,40.8997872,-79.1655925
LOOSE CREEK,MO,1849.0,null,38.509741,-91.9501683
LORDS VALLEY,PA,1853.0,1955.0,41.3675908,-75.0623947
LOST CREEK,PA,1877.0,null,40.805906,-76.2472368
LOUDEN,NJ,1900.0,1913.0,39.7756714,-74.8746074
LOUDON,TN,1852.0,null,35.7439889,-84.3365327
LOUISE,TN,1892.0,1929.0,36.3708858,-87.3991765
LOVETT,PA,1892.0,1904.0,40.3306306,-78.7447424
LOVEVILLE,PA,1869.0,1902.0,40.9095052,-77.7969462
LOW HAMPTON,NY,1835.0,1872.0,43.5859001,-73.2984445
LOWELL,FL,1888.0,null,29.330999,-82.1970263
LOWER TWO LICK,PA,1874.0,1882.0,40.567567,-79.1639236
LOWER WATERFORD,VT,1839.0,null,44.3543697,-71.9076865
LOWERYVILLE,TN,1835.0,1905.0,35.1042497,-88.0989232
LOYALHANNA,PA,1890.0,null,40.3218537,-79.3618571
LOYALTON,PA,1877.0,1963.0,40.5689743,-76.761635
LOYSVILLE,PA,1835.0,null,40.3658779,-77.3471625
LUCAS,MO,1852.0,1901.0,38.4164076,-94.0288308
LUCAS,MS,1905.0,1911.0,31.5879462,-89.9584145
LUCEY,MS,1860.0,1867.0,33.2170693,-90.224529
LUCIEN,MS,1907.0,1972.0,31.5168385,-90.6639883
LUCKEY,AL,1879.0,1906.0,33.9495509,-87.404178
LUDLOW,MA,1821.0,null,42.1593844,-72.481322
LURLINE,MS,1903.0,1906.0,34.7431554,-89.8459213
LUTZVILLE,PA,1884.0,1939.0,40.0081373,-78.4355721
LUXOMNI,GA,1892.0,1973.0,33.8962148,-84.1163038
LYDALISK,AR,1915.0,1937.0,35.7439661,-92.3343232
LYGIA,TN,1901.0,1903.0,36.3825481,-86.5583281
LYKES LAND,SC,1888.0,1959.0,33.9387659,-80.9028677
LYNDEBORO,NH,1822.0,1902.0,42.8730653,-71.7775561
LYNDONVILLE,VT,1868.0,null,44.533965,-72.003188
LYNN CREEK,MS,1888.0,1906.0,33.233458,-88.7306063
MABEL,FL,1894.0,1918.0,28.5794414,-81.9770245
MACKAMP,ME,1906.0,1919.0,45.6147673,-70.0050635
MACKEY,NY,1884.0,1908.0,42.4573005,-74.3834776
MACKVILLE,AR,1880.0,1882.0,34.0484334,-92.4101534
MACY,MO,1904.0,1905.0,37.9119782,-93.8621583
MADAWASKA,ME,1851.0,1877.0,47.3558124,-68.324309
MADDOCK,AR,1903.0,1914.0,35.4870248,-91.6551381
MADISON,AR,1837.0,null,35.0129753,-90.7208429
MAGNOLIA,NY,1826.0,1861.0,42.1750574,-79.4400478
MAGNOLIA,NJ,1867.0,1867.0,39.8548122,-75.027136
MAHAN,MO,1903.0,1912.0,37.4036568,-91.8270964
MAHONE,TN,1882.0,1906.0,36.0914472,-86.0886005
MALABAR,FL,1883.0,null,27.9986044,-80.5873663
MANCHESTER STATION,CT,1850.0,1861.0,41.7994295,-72.515288
MANDEVILLE,AR,1892.0,1966.0,33.4817907,-93.9640754
MANILA,MO,1898.0,1904.0,38.5511296,-93.3363182
MANILA,TN,1899.0,1906.0,35.4625744,-84.4785395
MANLEY,MO,1908.0,1918.0,36.3500628,-90.0287043
MANOA,PA,1882.0,1915.0,39.974,-75.3217
MANOR KILL,NY,1851.0,1914.0,42.3895254,-74.3220882
MANOR STATION,PA,1856.0,1902.0,40.3340451,-79.6692015
MANORVILLE,NY,1845.0,null,40.8737897,-72.8076769
MANORVILLE,PA,1874.0,1875.0,39.9992651,-76.426074
MANVILLE,NJ,1914.0,null,40.5449938,-74.5878432
MAPLETON,MO,1891.0,1909.0,40.4444699,-92.711029
MAPLETON STATION,NY,1889.0,1901.0,43.1231124,-78.799202
MARATHON,FL,1909.0,null,24.7149406,-81.0789311
MARCUMVILLE,AL,1852.0,1897.0,33.4565032,-87.6180639
MARENGO,NY,1919.0,1901.0,43.0258972,-76.9105182
MARIA,PA,1876.0,1914.0,40.217856,-78.406959
MARIASVILLE,PA,1878.0,1902.0,41.2089501,-79.6606046
MARKHAM,FL,1888.0,1899.0,28.7930487,-81.3936794
MARKHAM,NY,1875.0,1900.0,42.4036743,-78.9971892
MAR'S BLUFF,SC,1844.0,1953.0,34.2054345,-79.6553372
MARSALIS,LA,1888.0,1906.0,32.6632054,-92.956826
MARSHALL,NY,1882.0,1902.0,42.3261773,-78.2019563
MARSHALLVILLE,GA,1839.0,null,32.4579098,-83.940899
MARSTON,ME,1888.0,1889.0,44.6517448,-67.4416571
MARTHA,TN,1903.0,1961.0,36.2297758,-86.4269376
MARTIN'S MILLS,TN,1873.0,1917.0,35.2020244,-87.951973
MASHPAUG,CT,1851.0,1907.0,42.0273181,-72.1381323
MASON AND DIXON,PA,1868.0,1955.0,39.7214833,-77.7541608
MATHEWS,AL,1868.0,null,32.264865,-86.0035686
MATNEY,TN,1881.0,1902.0,36.5981733,-81.7278944
MAUD,MS,1899.0,1953.0,34.5620479,-90.4370446
MAUPIN,MO,1896.0,1942.0,38.240608,-90.7840207
MAURICETOWN,NJ,1826.0,null,39.2861883,-74.9940206
MAXEY,TN,1895.0,1904.0,36.1331255,-89.3164601
MAYESVILLE,SC,1852.0,null,33.9862686,-80.2103543
MAYETTA,NJ,1890.0,1954.0,39.6778968,-74.2729199
MAYFIELD,TN,1850.0,1913.0,36.2814483,-85.6219223
MAYLAND,TN,1900.0,null,36.0467324,-85.1999662
MAYO,FL,1881.0,null,30.0532631,-83.1743108
MAYO,SC,1828.0,null,35.0840114,-81.8598259
MC BEEN,GA,1846.0,1854.0,33.2434787,-81.950672
MC DONALD,AR,1858.0,1884.0,35.440632,-91.2467871
MC DOUGAL,AR,1916.0,null,36.4348353,-90.3907289
MC DOWELL,AL,1882.0,1943.0,32.5234698,-87.92196
MC FALL,MO,1879.0,null,40.1107994,-94.2239541
MC KENZIE,AL,1900.0,null,31.5434614,-86.714544
MC KINNEY,AR,1879.0,1883.0,34.5706441,-93.5462955
MC LEOD,MS,1897.0,1955.0,33.0923483,-88.4517059
MCCANCE,PA,1890.0,1932.0,40.2709045,-79.2972563
MCKINLEY,ME,1897.0,1966.0,44.2400807,-68.343906
MCKINLEY,NY,1892.0,1904.0,42.91424,-74.5168055
MCKINLEY,PA,1901.0,1923.0,40.0848329,-75.1168407
MCLANE,PA,1865.0,1913.0,41.9361666,-80.1264456
MCNEAL,PA,1882.0,1921.0,40.2361935,-77.8211057
MEAD,AL,1898.0,1900.0,33.6598243,-85.9777467
MEDFORD,NJ,1820.0,null,39.8869052,-74.8220122
MEDIA,PA,1852.0,null,39.9168697,-75.387518
MEEKER,PA,1888.0,1905.0,41.3136917,-76.0657588
MEISER,PA,1872.0,1879.0,40.800918,-76.9888669
MELBOURNE BEACH,FL,1891.0,null,28.0687595,-80.5636403
MELVA,MO,1906.0,1931.0,36.5770077,-93.2121251
MENGES MILLS,PA,1876.0,null,39.8609326,-76.894976
MENTOR,MO,1896.0,1906.0,37.106162,-93.1990724
MERIDIAN,GA,1896.0,null,31.452966,-81.3772028
MERIDIAN,NY,1850.0,null,43.1654466,-76.5368023
MEROVA,MS,1887.0,1893.0,34.4889864,-88.2083766
MERRICK,MA,1880.0,1902.0,42.1167604,-72.6245343
METAIRIE,LA,1901.0,null,30.0097736,-90.1570989
METCALF,MA,1883.0,1919.0,42.1834299,-71.4453387
MEXICO,ME,1923.0,null,44.5566429,-70.5431364
MIDDLE VILLAGE,NY,1850.0,1904.0,40.7126849,-73.8831724
MIDDLEBURG,PA,1814.0,null,40.7926938,-77.046355
MIDDLEFIELD,NY,1815.0,1967.0,42.6872972,-74.8398736
MIDDLESEX,NY,1812.0,null,42.7047265,-77.2713294
MIDDLETOWN,CT,1776.0,null,41.5522605,-72.6408376
MIDDLETOWN,NJ,1812.0,null,40.4060273,-74.1274125
MIDLAND,LA,1902.0,null,30.1807609,-92.5026356
MIDLAND,GA,1887.0,null,32.5748116,-84.8257195
MIDWAY,MS,1843.0,1856.0,32.4640307,-90.0917521
MIFFLIN,TN,1882.0,1907.0,35.5528512,-88.5800517
MILSTEAD,AL,1896.0,1964.0,32.4426379,-85.8974579
MILAN,MO,1847.0,null,40.2010051,-93.1249648
MILES POND,VT,1869.0,1939.0,44.4472803,-71.7964794
MILESBURG,PA,1797.0,null,40.9422183,-77.7856571
MILL POINT,TN,1846.0,1906.0,36.5776027,-82.360142
MILL VILLAGE,NY,1827.0,1827.0,42.2553651,-73.9023518
MILLBROOK,MS,1902.0,1904.0,31.1365631,-91.5095617
MILLDALE,MS,1877.0,1901.0,32.6056873,-89.3008921
MILLER,AR,1907.0,1954.0,35.5070226,-92.1237621
MILLINGTON,LA,1913.0,1914.0,30.0207608,-92.1826264
MILLPORT,MO,1858.0,1901.0,40.2672608,-92.0932349
MILLS CORNERS,NY,1830.0,1907.0,43.062296,-74.1229076
MILLWOOD,GA,1887.0,null,31.2657632,-82.660419
MILLWOOD,NY,1895.0,null,41.1875175,-73.8018333
MILO,AL,1853.0,1904.0,31.6905151,-85.9607602
MILO,ME,1835.0,null,45.076542,-68.879731
MILTON,CT,1825.0,1906.0,41.770096,-73.2726165
MINEOLA,MO,1881.0,1967.0,38.8880971,-91.5715548
MINEOLA,AL,1898.0,1905.0,31.2796154,-87.6338795
MINISINK HILLS,PA,1931.0,null,40.9986562,-75.1340761
MINNEQUA,PA,1869.0,1904.0,41.6739639,-76.8338473
MINOT,MA,1897.0,null,42.2404393,-70.7617415
MISSISSIPPI CITY,MS,1839.0,1967.0,30.3818646,-89.0439248
MISSOURI CITY,MO,1867.0,null,39.2387625,-94.2936404
MITCHELL,TN,1876.0,1907.0,36.6269864,-86.5680507
MITCHELL,AL,1950.0,1955.0,32.2462551,-85.9377335
MIZPAH,NJ,1892.0,null,39.481933,-74.8373394
MOBILE,AL,1814.0,null,30.6966724,-88.0434843
MOCCASIN SPRINGS,MO,1903.0,1909.0,37.4517161,-89.4584268
MODENA,AL,1880.0,1881.0,33.0562331,-87.4505588
MOLE,TN,1888.0,1902.0,36.4809315,-82.7546047
MOLINO,FL,1866.0,null,30.7224451,-87.3253419
MOLINO,NY,1853.0,1887.0,43.5454205,-75.9679543
MONGUL,PA,1882.0,1907.0,40.078422,-77.5919331
MONROE,CT,1823.0,null,41.3023826,-73.2225938
MONROE CENTER,ME,1851.0,1905.0,44.6000725,-69.0386497
MONT ALTO,PA,1843.0,null,39.8447301,-77.5592092
MONTEER,MO,1889.0,1924.0,36.9869985,-91.5754179
MONTGOMERY CITY,MO,1857.0,null,38.9795461,-91.5064631
MONTICELLO,LA,1848.0,1867.0,32.5965262,-91.394004
MOODY,AR,1895.0,1919.0,33.4684454,-91.9348555
MOORESVILLE,AL,1819.0,null,34.6265163,-86.8804223
MOREAU,MO,1837.0,1848.0,38.5530868,-92.3404634
MORGAN,AL,1892.0,1909.0,33.333723,-86.9166579
MORGANTOWN,MS,1915.0,1994.0,31.3123978,-89.9159153
MORLEY,TN,1916.0,1988.0,36.5523027,-84.0474262
MORRIS,LA,1892.0,1893.0,31.1478425,-92.4988493
MORRIS CROSS ROADS,PA,1851.0,1903.0,39.7534108,-79.8572774
MOSCOW,ME,1831.0,1832.0,45.0706113,-69.8911705
MOSELLE,MO,1860.0,1971.0,38.3867188,-90.897915
MOSELY'S BLUFF,LA,1875.0,1897.0,32.7012518,-92.3529189
MOULTONVILLE,NH,1869.0,1961.0,43.7545205,-71.1697909
MOUND,LA,1871.0,null,32.3393126,-91.0239959
MOUND CITY,MO,1871.0,null,40.1309203,-95.2330277
MOUNDS,AR,1909.0,1921.0,35.1903673,-90.1292597
MOUNT AIRY,PA,1830.0,1855.0,40.260286,-75.787589
MOUNT ANDREW,AL,1846.0,1955.0,31.9712682,-85.5246654
MOUNT CROGHAN,SC,1828.0,null,34.7698774,-80.227841
MOUNT DORA,FL,1883.0,null,28.8070755,-81.6715238
MOUNT ELBA,AR,1910.0,1916.0,33.3851198,-93.9262883
MOUNT MORIAH,TN,1874.0,1883.0,36.289238,-84.0321368
MOUNT OLIVE,AL,1852.0,1904.0,33.0695635,-86.1349703
MOUNT PERRIAN,AR,1921.0,1926.0,36.4833993,-92.8360044
MOUNT PLEASANT,MO,1836.0,1846.0,36.7655326,-93.9341354
MOUNT PLEASANT,GA,1819.0,1826.0,32.9831999,-83.2470995
MOUNT ROCK,PA,1837.0,1907.0,40.1606439,-77.3172062
MOUNT ROYAL,FL,1875.0,1887.0,29.4296958,-81.520907
MOUNT STERLING,AL,1838.0,1967.0,32.093758,-88.1630745
MOUNT TABOR,MO,1874.0,1876.0,38.9400091,-93.8813316
MOUNT TREMPER,NY,1909.0,null,42.0412968,-74.2791797
MOUNTAIN,MO,1879.0,1914.0,36.5420169,-94.1277056
MOUNTAIN REST,SC,1876.0,null,34.8692584,-83.1532092
MOUNTAINHOME,PA,1870.0,null,41.1782493,-75.2699041
MOUNTAINVIEW,ME,1896.0,1935.0,44.9672766,-70.7617354
MOUNTAINVILLE,TN,1877.0,1907.0,35.5681358,-84.1415783
MOUZONS,SC,1879.0,1916.0,33.7346075,-79.9267396
MUD CREEK,NY,1824.0,1850.0,42.2886844,-77.2183091
MUDDY CREEK,TN,1872.0,1898.0,35.821745,-84.2196395
MUNDALE,NY,1889.0,1901.0,42.2548069,-75.0496102
MUNDELL,AR,1888.0,1955.0,36.3667393,-93.8668634
MURRAY,AL,1898.0,1907.0,33.5945497,-86.9238829
MURRELL,PA,1889.0,1919.0,40.1687058,-76.1671722
MUTUAL,PA,1882.0,1904.0,40.2367369,-79.4975382
MYRICK,MS,1881.0,1907.0,31.6609966,-88.9942207
MYRTISTOWN,LA,1897.0,1914.0,32.9248592,-93.9915697
NAFF,LA,1895.0,1914.0,32.9351287,-91.9184623
NAILLON,TN,1880.0,1916.0,35.8239877,-83.0920939
NAPLES,FL,1888.0,null,26.1632666,-81.7903158
NEBO,AL,1857.0,1866.0,33.6726046,-86.9483291
NEBRASKA,PA,1855.0,1940.0,41.4692291,-79.3833785
NEEL,AL,1890.0,1906.0,34.4656506,-87.0611226
NEELYS LANDING,MO,1860.0,1957.0,37.5022713,-89.5020412
NEELY'S,TN,1888.0,1935.0,35.5428537,-88.9528394
NEITA,LA,1898.0,1928.0,30.8357417,-91.8109501
NEOSHO,MO,1839.0,null,36.8672874,-94.3683938
NETCONG,NJ,1889.0,null,40.898536,-74.7049773
NETHER PROVIDENCE,PA,1828.0,1893.0,39.8817788,-75.3738028
NEW BETHLEHEM,PA,1942.0,null,41.0019221,-79.3299224
NEW BUFFALO,PA,1828.0,null,40.4542749,-76.9720016
NEW CAMBRIA,MO,1864.0,null,39.7753068,-92.7504708
NEW DENMARK,NJ,1874.0,1879.0,39.6270597,-75.0173934
NEW FRANKFORT,MO,1863.0,1907.0,39.3055815,-93.0060268
NEW HOPE,GA,1853.0,1855.0,33.1295599,-84.2690846
NEW SALEM,MA,1802.0,null,42.5048055,-72.3326787
NEW SHARON,NJ,1850.0,1912.0,40.2062217,-74.550432
NEW YORK,MS,1874.0,1874.0,30.9988223,-89.0774546
NEWBERRY,GA,1892.0,1893.0,31.1524046,-84.8118663
NEWBURG,MO,1884.0,null,37.9133506,-91.9027739
NEWBURG,AL,1834.0,1911.0,34.4803727,-87.5758605
NEWBURY,VT,1784.0,null,44.0794425,-72.0579706
NEWMAN,MS,1883.0,1906.0,32.2357054,-90.6973236
NEWPORT,LA,1868.0,1925.0,32.0826592,-92.368198
NEWSOM'S STATION,TN,1875.0,1918.0,36.08006,-86.9972252
NEWTONVILLE,NJ,1904.0,null,39.5593088,-74.8652612
NIAGARA,PA,1878.0,1909.0,41.7325863,-75.3424004
NIAGARA FALLS,NY,1823.0,null,43.0931045,-79.0571208
NICHOLS,MO,1888.0,1894.0,37.2178266,-93.3621347
NICHOLSON,MS,1884.0,null,30.4793345,-89.6949485
NICKLEVILLE,PA,1867.0,1954.0,41.2750607,-79.6475493
NOANK,CT,1841.0,1960.0,41.3248435,-71.9879981
NOBLE,AR,1895.0,1900.0,34.173154,-91.8543007
NORMAL,AL,1891.0,null,34.7836354,-86.5715071
NORMAL SQUARE,PA,1887.0,1895.0,40.7889812,-75.8007489
NORMAN'S KILL,NY,1852.0,1873.0,42.6292455,-73.8645685
NORTH BILLERICA,MA,1852.0,null,42.591277,-71.2970345
NORTH CALAIS,VT,1879.0,1954.0,44.3900567,-72.4464957
NORTH DARTMOUTH,MA,1826.0,1931.0,41.6462995,-70.9846503
NORTH DERBY,VT,1867.0,1940.0,45.0056015,-72.1712123
NORTH DIXMONT,ME,1831.0,1942.0,44.7250683,-69.1728237
NORTH DORSET,VT,1841.0,1907.0,43.2839632,-73.0023258
NORTH FREEMAN,ME,1839.0,1845.0,44.9245514,-70.2090373
NORTH GAGE,NY,1831.0,1906.0,43.2256249,-75.1259954
NORTH HANOVER,MA,1888.0,1967.0,42.1503787,-70.8700434
NORTH HURON,NY,1857.0,1910.0,43.2636772,-76.884129
NORTH MARIAVILLE,ME,1854.0,1891.0,44.7806277,-68.3730775
NORTH MARSHFIELD,MA,1824.0,null,42.1439905,-70.7744856
NORTH MILTON,NY,1888.0,1904.0,43.0697967,-73.8942904
NORTH ORRINGTON,ME,1873.0,1909.0,44.748405,-68.8067035
NORTH PEMBROKE,MA,1858.0,1869.0,42.0939907,-70.7930963
NORTH PHARSALIA,NY,1856.0,1943.0,42.6084024,-75.7015776
NORTH POINT,MO,1855.0,1871.0,40.1311066,-95.2316428
NORTH ROSE,NY,1863.0,null,43.1851967,-76.8917014
NORTH RUSSELL,NY,1848.0,1911.0,44.5025616,-75.1227038
NORTH SANBORNTON,NH,1848.0,1915.0,43.5520198,-71.6095207
NORTH SHENANGO,PA,1854.0,1877.0,41.6047763,-80.4686802
NORTH SUTTON,NH,1854.0,null,43.3694012,-71.9428791
NORTH URBANA,NY,1835.0,1901.0,42.4128496,-77.1669179
NORTH UXBRIDGE,MA,1828.0,null,42.0892854,-71.6424472
NORTH WAKEFIELD,NH,1837.0,1945.0,43.6361891,-71.0547885
NORTH WARDSBORO,VT,1832.0,1853.0,43.0114684,-72.7834293
NORTH WESTCHESTER,CT,1873.0,null,41.5809322,-72.4011956
NORTH WILTON,CT,1850.0,1901.0,41.2123181,-73.4662333
NORTH WOODSTOCK,CT,1829.0,1976.0,41.9835653,-71.9785987
NORTHVILLE,TN,1878.0,1902.0,35.9528465,-84.9560647
NORTON,NJ,1876.0,1907.0,40.6573231,-74.979059
NORWAY,SC,1892.0,null,33.4508801,-81.1256669
NOTTINGHILL,MO,1894.0,null,36.6683948,-92.5746094
NOXAPATER,MS,1846.0,null,32.9940247,-89.0643971
NUNNELLY,TN,1884.0,null,35.8590593,-87.4686227
OAK HALL,SC,1812.0,1827.0,34.8765063,-82.447068
OAK HILL,MO,1870.0,1944.0,38.2058798,-91.4207092
OAK KNOLL,FL,1914.0,1922.0,27.5117056,-82.2775912
OAK RIDGE,LA,1879.0,null,32.6240275,-91.7729031
OAK RIDGE,MO,1854.0,null,37.5016227,-89.7294691
OAKCHIA,AL,1898.0,1928.0,32.2984755,-88.0105727
OAKDALE,LA,1896.0,null,30.8160556,-92.6611822
OAKHURST,AR,1901.0,1905.0,33.8806594,-92.6909942
OAKLAWN,TN,1860.0,1871.0,35.2842538,-90.0400903
OAKLEY,AL,1895.0,1905.0,34.9464757,-86.2222078
OAKLYN,NJ,1893.0,1923.0,39.9054409,-75.0789396
OAK'S MILLS,ME,1828.0,1831.0,45.1245055,-68.6078056
OAKWOOD,AR,1880.0,1881.0,33.5751098,-91.8009638
OCHWALKEE,GA,1896.0,1908.0,32.1937905,-82.6398571
OCTAHATCHEE,FL,1877.0,1906.0,30.579378,-83.1904212
ODENA,AL,1892.0,1901.0,33.2109483,-86.278586
OFAHOMA,MS,1866.0,1976.0,32.7073573,-89.7006325
OGEECHEE,GA,1834.0,1955.0,32.6198922,-81.7648336
OLD GREENWICH,CT,1931.0,null,41.032512,-73.5663668
OLDTOWN,AL,1896.0,1903.0,33.7667663,-86.2666447
OLEOPOLIS,PA,1865.0,1887.0,41.4556161,-79.6172725
OLIVE HILL,TN,1870.0,1924.0,35.2739673,-88.0322519
OLIVETTE,MO,1908.0,1917.0,38.6743819,-90.3862168
OLIVIER,LA,1882.0,1951.0,29.9754812,-91.7559494
